page,elapsed_ms,complete
7501,12.382269,false
7502,12.762808,false
7503,11.995308,false
7504,12.884692,false
7505,11.799192,false
7506,12.704269,false
7507,12.334539,false
7508,12.56677,false
7509,12.232616,false
7510,13.169423,false
7511,12.165615,false
7512,12.788,false
7513,12.298193,false
7514,13.170231,false
7515,12.616462,false
7516,12.767538,false
7517,12.158039,false
7518,12.742577,false
7519,12.412077,false
7520,12.766885,false
7521,12.589615,false
7522,13.490424,false
7523,14.19,false
7524,12.320154,false
7525,13.373807,false
7526,13.7365,false
7527,12.615692,false
7528,30.451308,false
7529,14.399077,false
7530,15.969039,false
7531,12.239385,false
7532,12.817154,false
7533,12.227,false
7534,13.030577,false
7535,12.973346,false
7536,15.877193,false
7537,12.683885,false
7538,12.774115,false
7539,12.2315,false
7540,12.549539,false
7541,12.270962,false
7542,27.674885,false
7543,13.595577,false
7544,14.226654,false
7545,12.1695,false
7546,12.704885,false
7547,12.193461,false
7548,12.760961,false
7549,12.512346,false
7550,12.773808,false
7551,12.747,false
7552,13.1135,false
7553,12.481923,false
7554,12.996154,false
7555,12.560846,false
7556,12.545462,false
7557,12.278577,false
7558,12.912654,false
7559,12.215846,false
7560,12.852923,false
7561,12.114462,false
7562,13.161154,false
7563,12.463961,false
7564,12.723461,false
7565,12.337461,false
7566,13.437577,false
7567,14.079885,false
7568,13.916577,false
7569,14.283538,false
7570,14.78,false
7571,14.121461,false
7572,13.835192,false
7573,12.86977,false
7574,12.895192,false
7575,12.669616,false
7576,13.160346,false
7577,12.295807,false
7578,12.993192,false
7579,12.517884,false
7580,13.224269,false
7581,16.592731,false
7582,17.423039,false
7583,16.17727,false
7584,19.035192,false
7585,15.861231,false
7586,16.691384,false
7587,12.463923,false
7588,13.229308,false
7589,14.061692,false
7590,14.180308,false
7591,14.143731,false
7592,14.219577,false
7593,14.260962,false
7594,14.838769,false
7595,28.158077,false
7596,14.362884,false
7597,13.235654,false
7598,12.739885,false
7599,12.942385,false
7600,12.272153,false
7601,12.781615,false
7602,12.267769,false
7603,15.970731,false
7604,12.216,false
7605,13.089923,false
7606,12.802308,false
7607,13.427654,false
7608,19.828192,false
7609,11.988077,false
7610,13.080885,false
7611,12.199192,false
7612,12.742385,false
7613,12.774885,false
7614,15.677808,false
7615,11.869539,false
7616,13.059538,false
7617,12.2045,false
7618,12.578384,false
7619,11.945154,false
7620,12.7665,false
7621,12.056231,false
7622,12.742308,false
7623,12.888231,false
7624,12.802038,false
7625,12.017115,false
7626,12.740308,false
7627,12.369962,false
7628,12.750808,false
7629,12.793808,false
7630,12.723153,false
7631,12.256269,false
7632,13.6115,false
7633,14.267807,false
7634,12.636192,false
7635,13.055577,false
7636,12.2415,false
7637,13.383731,false
7638,12.636769,false
7639,12.867,false
7640,12.657654,false
7641,12.732846,false
7642,12.8175,false
7643,12.926461,false
7644,12.333462,false
7645,12.562577,false
7646,12.241115,false
7647,13.010731,false
7648,12.699462,false
7649,12.769192,false
7650,12.558769,false
7651,12.819961,false
7652,11.978692,false
7653,13.143038,false
7654,12.117423,false
7655,13.060731,false
7656,13.789231,false
7657,12.398193,false
7658,12.581423,false
7659,12.456885,false
7660,13.083846,false
7661,26.080076,false
7662,16.290692,false
7663,16.391962,false
7664,13.469885,false
7665,12.217884,false
7666,13.2845,false
7667,14.820808,false
7668,14.212423,false
7669,14.373269,false
7670,19.1325,false
7671,15.628423,false
7672,12.125038,false
7673,12.995115,false
7674,12.117115,false
7675,13.216039,false
7676,12.766462,false
7677,12.824846,false
7678,12.392193,false
7679,12.790192,false
7680,12.644346,false
7681,12.862577,false
7682,12.263577,false
7683,12.734154,false
7684,12.141538,false
7685,13.008,false
7686,12.449577,false
7687,12.891346,false
7688,12.762577,false
7689,12.790923,false
7690,12.763538,false
7691,12.748692,false
7692,12.754193,false
7693,11.944962,false
7694,13.125385,false
7695,12.208615,false
7696,13.242461,false
7697,12.442,false
7698,12.794192,false
7699,12.047462,false
7700,12.678308,false
7701,12.500692,false
7702,12.759615,false
7703,12.760346,false
7704,13.096577,false
7705,12.528385,false
7706,12.793154,false
7707,12.371846,false
7708,12.736154,false
7709,12.343384,false
7710,12.986462,false
7711,12.768577,false
7712,12.785692,false
7713,12.513,false
7714,13.010769,false
7715,12.332846,false
7716,12.201077,false
7717,12.831693,false
7718,12.294269,false
7719,12.8265,false
7720,12.531038,false
7721,13.34477,false
7722,12.455269,false
7723,13.640269,false
7724,12.680693,false
7725,12.707615,false
7726,12.281961,false
7727,26.834346,false
7728,13.78677,false
7729,16.013538,false
7730,15.073038,false
7731,13.141538,false
7732,19.28027,false
7733,14.437,false
7734,14.976346,false
7735,13.039769,false
7736,15.778231,false
7737,13.103385,false
7738,16.132077,false
7739,12.4595,false
7740,13.102846,false
7741,12.476231,false
7742,15.004192,false
7743,16.444269,false
7744,19.412384,false
7745,18.217154,false
7746,14.708423,false
7747,16.072192,false
7748,15.212269,false
7749,13.986385,false
7750,12.317846,false
7751,12.835192,false
7752,12.841193,false
7753,13.014346,false
7754,12.369769,false
7755,12.782231,false
7756,12.510923,false
7757,12.818384,false
7758,12.211231,false
7759,12.834346,false
7760,12.415962,false
7761,13.809346,false
7762,12.90627,false
7763,14.041731,false
7764,16.271269,false
7765,16.113193,false
7766,18.797461,false
7767,12.188423,false
7768,13.152192,false
7769,12.329923,false
7770,13.565193,false
7771,11.904539,false
7772,13.375,false
7773,12.305116,false
7774,17.924307,false
7775,14.080846,false
7776,12.531539,false
7777,14.553846,false
7778,12.250731,false
7779,14.782615,false
7780,13.540154,false
7781,12.605115,false
7782,14.508577,false
7783,16.173577,false
7784,16.258808,false
7785,14.094577,false
7786,14.284115,false
7787,13.9465,false
7788,13.96023,false
7789,12.578808,false
7790,12.924885,false
7791,13.212076,false
7792,14.127115,false
7793,12.600231,false
7794,32.475808,false
7795,15.091385,false
7796,13.571077,false
7797,12.465461,false
7798,14.763961,false
7799,12.474154,false
7800,14.992769,false
7801,13.0325,false
7802,12.555577,false
7803,13.042769,false
7804,14.469577,false
7805,13.455692,false
7806,14.538577,false
7807,14.604269,false
7808,12.787115,false
7809,15.837962,false
7810,12.532538,false
7811,12.702346,false
7812,12.530962,false
7813,33.952923,false
7814,13.918808,false
7815,12.529231,false
7816,12.286654,false
7817,13.066962,false
7818,13.441269,false
7819,13.186616,false
7820,12.921115,false
7821,13.400961,false
7822,13.415,false
7823,12.715885,false
7824,12.331885,false
7825,13.078,false
7826,13.0115,false
7827,13.385423,false
7828,12.583731,false
7829,13.003884,false
7830,12.481346,false
7831,12.787308,false
7832,12.206308,false
7833,12.361385,false
7834,11.942577,false
7835,12.279962,false
7836,12.198577,false
7837,12.365347,false
7838,12.360231,false
7839,12.522577,false
7840,12.515808,false
7841,12.278923,false
7842,12.5855,false
7843,17.05677,false
7844,12.261962,false
7845,11.979769,false
7846,12.3175,false
7847,12.002385,false
7848,12.560039,false
7849,17.434154,false
7850,12.690808,false
7851,12.5435,false
7852,12.091308,false
7853,12.338654,false
7854,12.072962,false
7855,13.383692,false
7856,14.125,false
7857,13.092923,false
7858,13.408385,false
7859,27.892846,false
7860,16.0305,false
7861,15.614846,false
7862,15.193577,false
7863,17.199193,false
7864,13.926385,false
7865,13.157884,false
7866,14.068577,false
7867,14.017961,false
7868,15.272423,false
7869,14.637154,false
7870,17.038731,false
7871,12.794462,false
7872,12.799961,false
7873,12.135615,false
7874,12.310308,false
7875,12.21873,false
7876,12.592039,false
7877,12.064846,false
7878,27.171693,false
7879,12.898,false
7880,12.522769,false
7881,12.328538,false
7882,12.443769,false
7883,12.394192,false
7884,12.822346,false
7885,12.337307,false
7886,12.494615,false
7887,12.266962,false
7888,12.121923,false
7889,12.001154,false
7890,13.095385,false
7891,13.082462,false
7892,13.033654,false
7893,12.988038,false
7894,12.881039,false
7895,12.761539,false
7896,12.833076,false
7897,12.386347,false
7898,12.234462,false
7899,12.2155,false
7900,12.129269,false
7901,12.447808,false
7902,13.841077,false
7903,13.510846,false
7904,13.347423,false
7905,13.745692,false
7906,13.737077,false
7907,13.148346,false
7908,14.858577,false
7909,18.429038,false
7910,17.145885,false
7911,19.764808,false
7912,20.534,false
7913,17.23,false
7914,16.256308,false
7915,18.390077,false
7916,17.609846,false
7917,17.190154,false
7918,15.543461,false
7919,17.079423,false
7920,18.590654,false
7921,15.570308,false
7922,15.672462,false
7923,12.204308,false
7924,12.859654,false
7925,12.099076,false
7926,13.654423,false
7927,12.273731,false
7928,12.78127,false
7929,12.544,false
7930,15.658885,false
7931,12.328808,false
7932,12.81773,false
7933,12.773731,false
7934,14.694769,false
7935,17.032923,false
7936,19.546769,false
7937,14.998846,false
7938,14.812885,false
7939,14.857077,false
7940,12.532116,false
7941,13.070731,false
7942,12.181346,false
7943,13.159423,false
7944,16.198923,false
7945,15.085077,false
7946,26.547423,false
7947,13.701076,false
7948,13.816,false
7949,12.185308,false
7950,12.776885,false
7951,12.364653,false
7952,13.037577,false
7953,12.279346,false
7954,12.8395,false
7955,12.367269,false
7956,13.130577,false
7957,12.256269,false
7958,13.244731,false
7959,12.379231,false
7960,12.798,false
7961,12.084308,false
7962,13.08623,false
7963,12.629192,false
7964,12.855192,false
7965,12.436538,false
7966,12.886654,false
7967,12.689116,false
7968,12.958154,false
7969,12.399346,false
7970,12.883885,false
7971,12.555846,false
7972,12.840384,false
7973,12.187576,false
7974,12.804769,false
7975,12.480923,false
7976,12.915384,false
7977,12.595193,false
7978,13.163077,false
7979,12.150615,false
7980,13.314269,false
7981,12.209346,false
7982,12.426269,false
7983,12.547539,false
7984,12.823077,false
7985,12.456653,false
7986,12.939308,false
7987,12.453,false
7988,13.3125,false
7989,12.365923,false
7990,12.467,false
7991,12.151346,false
7992,12.866731,false
7993,12.425039,false
7994,12.824769,false
7995,12.356692,false
7996,12.938961,false
7997,12.762539,false
7998,13.253847,false
7999,12.431231,false
8000,13.225462,false
8001,12.364077,false
8002,12.651808,false
8003,12.530192,false
8004,13.468077,false
8005,11.96727,false
8006,13.309154,false
8007,12.330654,false
8008,13.413769,false
8009,12.855654,false
8010,13.233577,false
8011,12.274847,false
8012,13.637693,false
8013,47.652577,false
8014,14.1325,false
8015,13.4185,false
8016,12.197384,false
8017,13.017885,false
8018,12.484961,false
8019,13.618577,false
8020,17.036885,false
8021,16.257653,false
8022,19.164885,false
8023,12.936731,false
8024,18.624538,false
8025,17.220038,false
8026,15.575961,false
8027,16.375615,false
8028,12.847423,false
8029,13.429346,false
8030,12.720962,false
8031,12.84677,false
8032,12.341192,false
8033,13.28,false
8034,14.662308,false
8035,13.877192,false
8036,12.771616,false
8037,12.72973,false
8038,12.256924,false
8039,13.10473,false
8040,14.004616,false
8041,13.275346,false
8042,15.4735,false
8043,12.575423,false
8044,12.994038,false
8045,12.597654,false
8046,12.6725,false
8047,12.627654,false
8048,13.128923,false
8049,13.781885,false
8050,12.646077,false
8051,13.120923,false
8052,12.390769,false
8053,12.673346,false
8054,12.196962,false
8055,12.9105,false
8056,12.648192,false
8057,13.186693,false
8058,12.543923,false
8059,12.967461,false
8060,12.483577,false
8061,12.970269,false
8062,12.483808,false
8063,12.745692,false
8064,12.497424,false
8065,12.785961,false
8066,12.193808,false
8067,13.202616,false
8068,12.527231,false
8069,12.628461,false
8070,12.357423,false
8071,12.751654,false
8072,12.518308,false
8073,13.086847,false
8074,12.059231,false
8075,13.234539,false
8076,12.277577,false
8077,13.626038,false
8078,28.770692,false
8079,19.151,false
8080,14.629077,false
8081,16.558808,false
8082,12.539693,false
8083,12.729577,false
8084,12.385769,false
8085,12.559423,false
8086,14.6955,false
8087,14.510884,false
8088,12.968462,false
8089,13.398616,false
8090,12.220731,false
8091,12.878885,false
8092,12.028846,false
8093,18.272577,false
8094,12.879,false
8095,12.513038,false
8096,13.244384,false
8097,13.807885,false
8098,12.190807,false
8099,12.828615,false
8100,12.601769,false
8101,12.792846,false
8102,12.676885,false
8103,12.996615,false
8104,12.651039,false
8105,12.792231,false
8106,12.555,false
8107,13.319,false
8108,12.218577,false
8109,13.016038,false
8110,12.692615,false
8111,12.838885,false
8112,12.055154,false
8113,13.041808,false
8114,12.719616,false
8115,12.621077,false
8116,12.479192,false
8117,13.106999,false
8118,12.273077,false
8119,12.905769,false
8120,12.027923,false
8121,13.147384,false
8122,12.010577,false
8123,12.805423,false
8124,12.372884,false
8125,12.882269,false
8126,12.348731,false
8127,12.870116,false
8128,12.343346,false
8129,13.035885,false
8130,12.406846,false
8131,13.057,false
8132,12.253307,false
8133,13.037731,false
8134,14.779038,false
8135,14.025923,false
8136,13.634153,false
8137,12.841615,false
8138,12.219539,false
8139,13.114846,false
8140,12.507846,false
8141,12.514461,false
8142,12.536077,false
8143,28.675231,false
8144,13.608308,false
8145,13.932308,false
8146,12.391962,false
8147,14.059461,false
8148,13.389577,false
8149,12.820077,false
8150,13.819307,false
8151,13.758885,false
8152,12.213462,false
8153,12.716654,false
8154,12.153077,false
8155,12.789308,false
8156,12.252308,false
8157,13.152654,false
8158,12.185346,false
8159,12.777693,false
8160,12.399538,false
8161,12.531654,false
8162,12.45477,false
8163,13.616423,false
8164,12.240923,false
8165,15.929616,false
8166,12.61573,false
8167,12.849846,false
8168,12.157923,false
8169,12.812115,false
8170,12.164692,false
8171,13.216923,false
8172,12.25973,false
8173,13.721,false
8174,13.990269,false
8175,17.398962,false
8176,13.733731,false
8177,13.123615,false
8178,17.275384,false
8179,13.78973,false
8180,13.076577,false
8181,12.294346,false
8182,13.095731,false
8183,12.591846,false
8184,12.571654,false
8185,13.110885,false
8186,13.004038,false
8187,12.472346,false
8188,13.44773,false
8189,12.374192,false
8190,12.980769,false
8191,12.681269,false
8192,16.208885,false
8193,14.2245,false
8194,12.806116,false
8195,16.223923,false
8196,14.071577,false
8197,12.556923,false
8198,13.279923,false
8199,13.494424,false
8200,12.319961,false
8201,12.897576,false
8202,12.829692,false
8203,14.7225,false
8204,14.433077,false
8205,14.410231,false
8206,14.618962,false
8207,14.081885,false
8208,12.955615,false
8209,13.252653,false
8210,28.322346,false
8211,16.885692,false
8212,13.497577,false
8213,12.779385,false
8214,12.730807,false
8215,12.762269,false
8216,15.571423,false
8217,12.819423,false
8218,13.186231,false
8219,12.935846,false
8220,13.280346,false
8221,14.424423,false
8222,12.732731,false
8223,12.783653,false
8224,13.526153,false
8225,12.539577,false
8226,12.109731,false
8227,12.848654,false
8228,12.093423,false
8229,13.287346,false
8230,12.605,false
8231,12.640192,false
8232,12.176308,false
8233,13.049269,false
8234,12.301192,false
8235,12.983808,false
8236,12.342192,false
8237,12.785538,false
8238,12.083846,false
8239,13.442154,false
8240,12.504615,false
8241,13.302923,false
8242,11.973962,false
8243,12.724308,false
8244,12.018692,false
8245,13.061654,false
8246,12.169654,false
8247,13.803846,false
8248,14.138884,false
8249,13.808577,false
8250,14.587654,false
8251,12.790538,false
8252,15.225231,false
8253,15.011115,false
8254,12.361923,false
8255,15.053807,false
8256,16.292423,false
8257,16.932807,false
8258,12.619731,false
8259,12.906154,false
8260,14.753653,false
8261,14.43173,false
8262,13.631807,false
8263,12.389077,false
8264,12.895577,false
8265,12.676538,false
8266,12.661462,false
8267,12.642154,false
8268,13.018384,false
8269,12.393961,false
8270,12.561269,false
8271,12.61277,false
8272,12.930961,false
8273,12.738615,false
8274,12.447962,false
8275,12.426692,false
8276,27.310077,false
8277,15.605884,false
8278,14.481769,false
8279,14.817308,false
8280,14.215307,false
8281,14.438808,false
8282,14.515654,false
8283,13.748692,false
8284,13.539231,false
8285,12.698154,false
8286,12.31,false
8287,12.025,false
8288,13.050116,false
8289,16.420538,false
8290,12.489193,false
8291,12.03,false
8292,12.963885,false
8293,12.353808,false
8294,12.609692,false
8295,12.340154,false
8296,12.21777,false
8297,14.526962,false
8298,13.815077,false
8299,12.664,false
8300,12.701461,false
8301,12.582269,false
8302,12.308,false
8303,12.532885,false
8304,12.286846,false
8305,13.184347,false
8306,12.882346,false
8307,12.640692,false
8308,12.687423,false
8309,12.932,false
8310,16.82323,false
8311,12.672077,false
8312,12.890346,false
8313,14.758077,false
8314,17.324577,false
8315,17.970731,false
8316,17.007923,false
8317,12.446923,false
8318,12.164885,false
8319,12.922962,false
8320,12.504731,false
8321,12.646,false
8322,12.462693,false
8323,12.399577,false
8324,13.127923,false
8325,12.56,false
8326,12.318154,false
8327,12.346577,false
8328,12.426308,false
8329,12.343731,false
8330,14.414885,false
8331,13.693885,false
8332,12.609269,false
8333,12.578385,false
8334,12.753577,false
8335,12.382616,false
8336,12.763692,false
8337,12.428539,false
8338,13.204154,false
8339,12.242192,false
8340,12.491654,false
8341,12.450384,false
8342,12.679308,false
8343,26.738539,false
8344,12.761269,false
8345,12.998,false
8346,12.67823,false
8347,12.851115,false
8348,12.064076,false
8349,13.282077,false
8350,12.320961,false
8351,12.720039,false
8352,12.403269,false
8353,12.629423,false
8354,12.220731,false
8355,12.414308,false
8356,12.298269,false
8357,12.792885,false
8358,12.696846,false
8359,13.322385,false
8360,12.474538,false
8361,12.862077,false
8362,14.916077,false
8363,14.079885,false
8364,12.560692,false
8365,12.309808,false
8366,12.662539,false
8367,12.566885,false
8368,13.327039,false
8369,12.12223,false
8370,12.243846,false
8371,12.124116,false
8372,12.911346,false
8373,12.740808,false
8374,12.457962,false
8375,12.45673,false
8376,14.791808,false
8377,13.666692,false
8378,12.445923,false
8379,12.624077,false
8380,12.196616,false
8381,12.1635,false
8382,15.129385,false
8383,13.907308,false
8384,12.030346,false
8385,12.684616,false
8386,12.362038,false
8387,12.220385,false
8388,12.327115,false
8389,12.548577,false
8390,12.352577,false
8391,12.185154,false
8392,12.806538,false
8393,14.816423,false
8394,13.649231,false
8395,12.259077,false
8396,12.425616,false
8397,12.687269,false
8398,12.748,false
8399,12.590269,false
8400,12.834577,false
8401,13.365154,false
8402,13.436538,false
8403,13.430346,false
8404,12.858385,false
8405,13.496346,false
8406,13.103807,false
8407,13.815884,false
8408,27.436346,false
8409,14.071231,false
8410,12.452077,false
8411,12.081885,false
8412,12.064616,false
8413,12.363961,false
8414,12.338346,false
8415,12.357962,false
8416,12.505,false
8417,14.820269,false
8418,13.905808,false
8419,12.569039,false
8420,12.917538,false
8421,12.268616,false
8422,12.283923,false
8423,12.759423,false
8424,12.674154,false
8425,12.942846,false
8426,13.093846,false
8427,12.753577,false
8428,12.262769,false
8429,12.534731,false
8430,12.482385,false
8431,13.233154,false
8432,13.178308,false
8433,13.343923,false
8434,12.992192,false
8435,13.027846,false
8436,13.205731,false
8437,12.987116,false
8438,13.863962,false
8439,13.271038,false
8440,13.297885,false
8441,13.127577,false
8442,13.320769,false
8443,13.030192,false
8444,13.101385,false
8445,12.797384,false
8446,13.997153,false
8447,12.899846,false
8448,13.816808,false
8449,12.702423,false
8450,12.38323,false
8451,12.409193,false
8452,12.202115,false
8453,12.302423,false
8454,12.409231,false
8455,12.78273,false
8456,12.638807,false
8457,12.401961,false
8458,12.350577,false
8459,12.977769,false
8460,12.181308,false
8461,12.582692,false
8462,12.229846,false
8463,12.715807,false
8464,14.039231,false
8465,12.994154,false
8466,13.164769,false
8467,12.833961,false
8468,12.867193,false
8469,12.864577,false
8470,12.846385,false
8471,12.364846,false
8472,12.517769,false
8473,12.428038,false
8474,12.342577,false
8475,26.097192,false
8476,17.839423,false
8477,13.412962,false
8478,12.455385,false
8479,14.6405,false
8480,13.834885,false
8481,12.855193,false
8482,12.595653,false
8483,12.379307,false
8484,12.568461,false
8485,12.403538,false
8486,12.328884,false
8487,12.395423,false
8488,12.730846,false
8489,12.318462,false
8490,12.344308,false
8491,12.421384,false
8492,12.115923,false
8493,12.562077,false
8494,12.265769,false
8495,12.412616,false
8496,12.330462,false
8497,14.730961,false
8498,15.402385,false
8499,15.538884,false
8500,15.654615,false
8501,14.127884,false
8502,12.356269,false
8503,12.548846,false
8504,12.210654,false
8505,12.953039,false
8506,12.054462,false
8507,12.456385,false
8508,12.328692,false
8509,12.785731,false
8510,13.455385,false
8511,12.789039,false
8512,12.163962,false
8513,12.323654,false
8514,12.176192,false
8515,12.36477,false
8516,12.548884,false
8517,12.910731,false
8518,15.100193,false
8519,13.994885,false
8520,15.536846,false
8521,13.953654,false
8522,13.014923,false
8523,12.184808,false
8524,12.494961,false
8525,12.243808,false
8526,13.515193,false
8527,12.508692,false
8528,12.264115,false
8529,12.773116,false
8530,12.513885,false
8531,12.481962,false
8532,12.797577,false
8533,16.762884,false
8534,12.214423,false
8535,12.562115,false
8536,12.626923,false
8537,12.327154,false
8538,12.420884,false
8539,12.125884,false
8540,12.099307,false
8541,12.394615,false
8542,12.2665,false
8543,41.291346,false
8544,17.61873,false
8545,13.763654,false
8546,14.87523,false
8547,14.433308,false
8548,12.532846,false
8549,12.956692,false
8550,12.841307,false
8551,12.9585,false
8552,13.057423,false
8553,12.363346,false
8554,12.533461,false
8555,13.035192,false
8556,12.7235,false
8557,22.615923,false
8558,12.749077,false
8559,13.081885,false
8560,12.254693,false
8561,13.575077,false
8562,15.718692,false
8563,17.2405,false
8564,14.103077,false
8565,14.445538,false
8566,18.003884,false
8567,14.194231,false
8568,14.931654,false
